Review,Class
"Visitamos Chichen Itza hace 12 años y nos maravillo por el lugar y su belleza, era un lugar realmente queríamos volver a. Este año nos impresionó la increíblemente larga líneas para entrar, el enorme número de visitantes permiten a la vez, cuántas cosas están cerradas para los visitantes y, por último, pero no menos importante el enorme número de vendedores tratando de venderte cosas por un dólar. El lugar estaba literalmente cubierta en todos sus caminos por los vendedores que incluso intentó vendernos cosas mientras estábamos tomando fotografías de las ruinas.No estoy seguro si teníamos un mal día o si eso es cómo están las cosas ahora mismo en Chichen Itza. La diferencia entre ahora y hace 12 años no podría ser mayor. Como para volver, tanto como nos gusta venir a México y todavía tengo planes de volver si es posible otra vez el próximo año, preferiría esperar para el lugar de imponer una cuota en el número de visitantes diarios y número de vendedores dentro de las ruinas antes de volver a Chichen Itza.Mi 2 en la clasificación general va por el hacinamiento del lugar que no nos permite disfrutar de la belleza de Chichen Itza.",2
"El teleférico está antiguo y adicional tienes que ir de pie, cuando te montas ser mueve para todos lados, yo no me sentía seguro en ese teleférico, cuando llegas arriba la vista es muy bonita pero solo eso, no tiene más nada que hacer arriba... ",2
Servicio pésimo. Exageradamente caro. Hora y media de espera habiendo varias mesas desocupadas. Restaurante bonito pero mala experiencia.,1
"Cada que ibamos a Merida veiamos mucha gente para entrar a comer ahi, y pues la ultima vez que fuimos decidimos entrar, un desayuno muy rico y un muy buen servicio, un lugar que sin duda te da la comida tipica de Yucatán, muy delicioso,...Más",5
"El Paseo de Santa Lucia es un lugar para disfrutar caminando, en bicicleta, patines, etc.,tambien puedes hacer el rrecorrido en lancha Sin duda lo recomiendoEl Paseo de Santa Lucia  tambien ofrecen la visita guiada",5
"Al ver la Basílica por fuera, imaginas que por dentro sera muy bonita, con adornos y figuras espectaculares.....mentira no hay nada así; realmente es MUY sencilla, aunque no se pierde nada entrando.",3
"Una deficiencia fuerte es el traslado a su hotel de a lado de categoría mucho menor para disfrutar de la playa.

Su todo incluído que únicamente es servicio a la carta es demasiado lento, se te quita el hambre o te pones de mal humor, quizás lo hacen con la intención de que el consumo sea mucho menor. Las porciones son pequeñas y al tratar de pedir más debes de contemplar que tendrás que esperar otros 40 minutos.

La limpieza de sus habitaciones no es perfecta y tiene detalles de mantenimiento no acorde a su categoría...",3
"es bonito para caminar tienes una vista hermosa de la la cd de la habana y lo mejor el ya clasico cañonazo a las 9:00 de la noche todos los dias, que te hacen sentir algo especial y se te quedara siempre para que recuerdes la habana.",4
"Hermoso lugar, servicio regular, los precios altos! ! Probamos este hermoso restaurante nuevo situado junto a la Laguna (que fue excelente) y fueron inmediatamente impresionado por el magnífico restaurante con sus techos altos y una hermosa iluminación! Al estar sentados pasamos la ensalada (excelente) y estábamos sentados justo por el agua. El menú parecía muy caro, así que la comida debe ser excepcional. Valentino trajo nuestra orden de bebidas, pero completamente olvidado nuestros amigos pedimos la lubina y gambas, $50 +, las gambas eran pasty y el pescado era insípida, la comida era muy promedio, amigos caro, y pequeñas porciones! Cuando nos fuimos, la Valentino estaba esperándonos, pensamos que iba a desearnos una buena noche, pero en vez de decir que no nos das propina! ! ¡Increíble! Hablamos con otros turistas y nos dieron la misma opinión sobre la comida regular y los precios altos!",2
"Hemps ido siempre al de San jerónimo , y esta es la primera vez en el de G Morín. La experiencia es mucho mejor, mas espacioso, ambiente más conseguido y la comida creo que es mas variada y con mejor presentación, servicio y calidad. 
Excelente...Más",5
El hotel tiene una ubicación sensacional. Los alimentos no son buenos pero alrededor hay muy buenos restaurantes. La Chaya Maya esta en la esquina. La catedral a 2 cuadras y un mercado de artesanías a 1 cuadra. Las habitaciones son justas para un viaje de 4 dias.  Como siempre el personal muy amable pero no por el hotel sino Porque la gente de merida así es.  Eñ hotel cumple la expectativa de viaje pero no la supera. El internet da muchos problemas.,3
"El único restaurante _x0093_bueno _x0093_ es el Lingote pero es regular y costo beneficio es carísimo.Los lugares de comida venden: Tostitos preparados con queso amarillo súper químico, y todo el bufete de sabritas, arigomas, chamois, hamburguesas y tacos con los peores ingredientes. Si Monterrey es malísimo por su comida (excepciones hay pero pocas y muy caras), fundidora es realmente una porqueria.Las instalaciones tienen mucho potencial construidas con dinero de los regiomontanos, no son malas en lo demás, pero se nota que están administradas por la ambición y falta de visión de unos pocos. Si vas a ir , come bien antes y lleva un tentempié. Si te gusta comer basura no tendrás problema.",3
"Me he hospedado en varias ocasiones en este hotel , no es bonito , solo por la ubicacion y cercania hacia donde tengo que ir.  Pero el dia de ayer me lleve una desagradable sorpresa al llegar al hotel me solicitan mi reservacion y me indican que no contaba con reservacion debido que a las 6 pm pasaron la tarjeta y no paso.  Obviamente a ellos les conviene pasar las habitaciones a otros clientes con tarifas mas altas.  Me vi en la necesidad de hospedarme en el fiesta inn de pino suarez y realizando mi pago con la misma tarjeta.  Cero profesionales, cuando un cliente no llega los cargos se deben de realizar a las 12 de la noche, no a las 6 pm   Ojala les sirva este dato a otos viajeros   ",1
"Viaje en octubre de 2014 .Pague la habiltacion doble en abril de 2014 por un hotel cuatro estrellas segun ellos . Cuando llegue habian sobrevendido y no tenia cuarto, al llegar me mandaron segun lo que ellos dice dentro de lo que se supone "" es un cpmplejo hotelero"" a otro cuerpo que era un hotel peor aún a una cundra y emdia por la vereda acarreando valijas. El hote Jaint John que se supone es parte del "" complejo Vedado"" es lo peor que vi en años, Sucio, desatentos, deteriorado, vi una habitación rota, sucia y una vista que se suponia el mar y resulto un basural en al terraza continugua Me negue quedarme y me hicieron esperar tres horas hasta que llego un responsable. Más de dos horas de discusión llevo que se apersonara la gerenta que comenzo diciendo "" esto es del Estado y…",1
"La calidad del servicio deja mucho que desear, parece un hotel comprometido con sus clientes y no es así. Se supone que la alberca tiene horario y a las 2am habían personas haciendo escándalo. Hay un chofer que es muy amable, y otro que es grosero y déspota.",3
"no es de lo mas recomendable de cartagena, interesante pero no tanto como la ciudad amurallada, no se pierden de nada si no lo visitan.",3
"Me gustó el paseo porque te ahorra la caminata bajo el calor insoportable de Monterrey pero le falta mucho más capacitación a la gente que lo atiende, las taquillas no están muy bien señalizadas y la guía es muy repetitiva, no tienen mucho que decir.",4
visitamos con cierta frecuencia el hotel y cada visita logra sorprendernos gratamente. Logran mantenernos entretenidos sin importan la edad de los asistentes. El show de baile internacional del grupo de recreación es muy bueno. El Vestuario espectacular. Nada que envidiar a un show extranjero.,4
"El hotel está en perfectas condiciones, todo muy cuidado y bien conservado. La zona de hall es muy agradable recordando a un patio andaluz, con buena música en directo y un servicio de restaurante que no está mal. La piscina también tiene restaurante bien atendido. El personal es amable y servicial. La ubicación inmejorable ya que te permite ir andando a la parte vieja y pasear sin necesidad de coche",4
"Un sitio acogedor, gran atención al cliente y porciones acordes especial para un evento familiar o en pareja",5
"El lugar es muy bonito y tiene buen ambiente. Sin embargo creo que la comida no es muy buena, pedimos dos platillos y postre y la verdad no fue nada espectacular para el tipo de restaurante que es. El flan que me sirvieron de postre...Más",3
"Lastima ver como han desmejorado el servicio, estuvimos dos dias sin luz, el desayuno muy bueno pero almuerzo y comida bastante regulares. Las fotos son de una de las piscinasa las 11 de la mañana, llena de arena y asi estuvo todo el dia; no hay transporte propio del hotel a la ciudad, hay que pagarlo individualmente; cerraron durante 3 dias 2 de los restaurantes y una de las piscinas, viajamos con la nieta de 10 meses y la falta de energia y por lo tanto de aire acondicionado no permitio que la bebe pudiera dormir bien; la respuesta fue, que tenian que hacer mantenimiento pero nos cobraron como si todo el hotel estuviera al servicio nuestro. Toallas en cuarto escasas. Torre del mar, muy bonito y una bella vista al mar",2
"Vinimos aquí para la cena anoche. El lugar tiene un ambiente agradable, un mural de pared, y un ambiente íntimo. El menú no tiene traducción en inglés, pero el personal estará encantado de traducir.

La comida era buena. Tuve el Arabesque de tacos (cordero de...lleno), y mi compañero el Pepper rellenos con queso en salsa tomate. Ambos eran muy sabroso.

Hay una extensa carta de vinos, pero ninguno de los (menos caro) vinos importados de Chile, Argentina, España y Francia estaban disponibles, sólo las más caras ofertas de México, que no conocía. Cerveza, sin embargo está disponible como una alternativa.

En resumen, buena comida, un ambiente atractivo, pero decepcionantes opciones de vino puede limitar nuestras visitas de vuelta.Más",4
Este fue uno de los museos más interesantes que he visitado. Los artififacts y exposiciones fueron maravillosos. lo aprendido mucho sobre la cultura y la historia de la civilización pre-colombianas y cómo ricos fueron hasta la saquear conqquistador todo por todo lo que tenía.,5
"malecon sucio y feo, apesta a orines, no hay cultura de proteccion ambiental, deveria haber gente cuidando que no se ensucie el malecon",2
Muy buenos chiles en nogada con el detalle de nogada extra sol ricos porción basta muy recomendables,4
"Hace 6 años Cartagena era muy diferente, no me gustó, después de muchos viajes. Esta vez, su aspecto y sabor diferente, mejor, más limpio, más amable, más civilizado. Volver a aprender más sobre laépoca de hace 6 años, no muy diferente de cartagena me gustaba a pesar de diversos viajes. Esta vez se veía y sabia diferente, más amable, limpia, amigable, más civilizada. Sivirichi Novedades Ya Cayó un conocerla",4
"Definitivamente vale la pena subir. Subes por un teleférico y al llegar a lo alto, tienes unas vistas espectaculares de Bogotá. Hay una Iglesia y unos jardines de sueño. Hay un Vía Crucis el el recorrido del jardín en donde se respira una paz total. Al finalizar, puedes tomar un chocolate caliente o alguna de las delicias que venden allí. ",5
"Si quieres conocer toda la ciudad y trazar tu mapa de actividades desde El Pípila podrás hacerlo. La subida muy divertida para niños. Arriba, hay guías que te ayudan a identificar los lugares más importantes y te venden folletos, al respecto. Aparte un mercado de artesanías y dulces regionales.",4
"El servicio fue muy desatento, en el olvido con nuestro mesero, nada en especial.
Los chiles en nogada, buena presentación pero el sabor de la nogada muy cargada de canela, el relleno escaso y el sabor en lo personal tampoco me gusto.",1
"Lugar bello, atención excelente, tiempo de servir los alimentos rápidos, sabor de la comida exquisita y el precio increíblemente económico",5
Aunque un taxi lo puede llevar en cualquier lugar se encuentra bastante lejos del centro. Ofrece todas las instalaciones que están un poco en la necesidad de mantenimiento y actualización. Buena opción para alojarse un par de noches!,3
"Aparte de Gilberto de recepción (que era una estrella), el personal era desagradable y nada servicial. El impresionante vestíbulo de entrada no estaba reflejado en las habitaciones, que eran bastante básicas. Aunque la cama parecía peligroso y difícil que era bastante cómoda, pero eso y la unidad de aire acondicionado era bastante anticuado el único positivo. La presión de agua era de variable y fiabilidad. Desayuno buffet parecía faltar un número siempre de los elementos y el personal parecía hacer poco asistiendo.",2
"Reservamos cuatro noches en línea, pagar con tarjeta de crédito. Pensamos que estábamos todos listos. Resulta que esperaban para pagar en efectivo cuando llegamos: $500 por noche para 4 noches = $2000. Este habría utilizar todo nuestro dinero. Resulta pagando en línea sólo mantiene su reserva. Esto era cierto en toda Cuba. No se aceptan dinero americano, no aceptan tarjetas de crédito, sin cajeros, funcionaba. Nos alojamos una noche y luego nos cambiamos a una casa particular (como una cama y desayuno) que era un hermoso apartamento por $30 por noche.",3
"No fue una experiencia reconfortante, pues el bar se hallaba atiborrado de turistas. En mi opinión el lugar en ´sí vale la pena , pero es demasiado concurrido",3
"Una buena opción a visitar, calidez y muy bonito todo, sin duda es un lugar para volver a visitar :)",4
"En nuestra estancia en cuba hemos estado en este hotel en las habitaciones 312 y 608. Nada que ver una con la otra. Importante hay gran diferencia entre las habitaciones. Pedir habitaciones interiores de los pisos 6,7 u 8.  Nosotros amablemente lo solicitamos y nos dieron la 608. Bien. Graciela una mujer encantadora. Trabajadora al máximo que siempre nos dejaba algun detalle hecho con las toallas en la habitación para nuestro regreso. Una mujer fantastica. El desayuno buffet no está mal pero sirven agua. Si lo quieres tienes que pagar por lo que recomendamos que lleveis vosotros o la bebais antes :-)) El hotel es viejito y está descuidado.",2
"Me gustó este lugar las dos primeras veces (durante un período de unos cuantos años). La tercera vez fue la maldición. Tengo la impresión de que son cavadores de oro sólo mirando a la mía cada peso de tu bolsillo. En esta parte de México, es muy común que pedir una botella de vino de la casa, y luego llevar y servir su propio vino, si lo trajeron. No es así en este lugar. Nos dieron una 300 pesos ( $23) tarifa botellas que fue inesperado, aunque pedimos una botella de su lista. Cuando cena, porque somos muy dados claros, pedimos 2 cenas a compartir entre 4 personas. hacía perfectamente sencilla para ellos. Nos cobraron 4 cenas. total de más de $160 dólares más allá de lo que esperábamos.

Todo lo que puedo entender la tarifa botellas cosa, aunque esto está fuera de la norma de lugares por aquí. Conseguir catalogado doble de las cenas era muy malo, aunque.

No volveré nunca jamás allí.",1
"Nos alojamos dos veces y la primera vez estaban enganchados a la sección 'nueva' del hotel, que es de 3 estrellas. Nos quedamos muy contentos! La segunda vez que estuvimos en el hotel antiguo original y que estaba mucho mejor - lo que esperábamos. El vestíbulo es fantástico - rezuman ambiente todo el día y noche.",4
"No se por donde empezar. La experiencia en este hotel fue terrible! Nos vendieron un todo incluido 4 estrellas frente al mar y nos dieron: 1. Horarios estrictos y específicos de comida horrible que se acababa o no había. Makis rellenos de lechuga sin salsa de soja? Pan con hot dogs como único snack todos los días? Para colmo, unas salchichas flotando en aceite y que se acababa. 2 opciones de entradas y 2 de segundo., no te servían ni un vaso de agua. Pésimo! 2. Solo algunos tragos en el último piso, en horarios definidos. 3. Infraestructura y limpieza vieja, mala. Los baños tenían hasta hongos. La secadora no funcionaba, no limpiaban bien la habitación. Solo una pequeña piscina y un lobby con un bidón de agua y una cafetera descompuesta. Nunca hubo un responsable a cargo con…",1
"Nos alojamos aquí por dos noches en el año nuevo. El vestíbulo es impresionante, pero se siente un poco como un Marketplace - tranquilo y sofisticado que no lo es. Las sábanas estaban sucias y con manchas. El desayuno era asqueroso, era tan malo que me tomó fotografías. Cientos de moscas sentado en la comida al descubierto, aceite en el café, en teteras con platillos para las tapas - era repugnante. No pudimos contactar con el director, no estaba disponible. Por favor, mira mis fotos aquí.",2
"Fue primer viaje a Cuba y elegimos este hotel por su ubicación y porque hay una piscina, pero en realidad ya comprendimos más tarde mejor alojarse en casa privada. Habitación estaba en el piso 20, informaron aquí para tomar inferior. Mi consejo será también pedir habitación sin moqueta - nunca vacío (imaginar toda la suciedad de las calles viene allí! ).  También vimos al menos 3 cucarachas. Venga para el desayuno más temprano, 2 d y 3 d recorridos no son sabrosos, pero la variedad de la comida no es tan malo. Zona de la piscina es buena y limpia, para llevar toalla, depósito de 10 CUC. Consejos de limpieza para preguntó muy agresivo - el último día ella bloqueado nuestra puerta, así que debería ir a desbloquear tarjeta en recepción, después de volver ella nos estaba esperando…",2
"Educación no compensan extremadamente lento y desatendido el servicio. Gran patio, música en vivo todas las noches. Bistec cocinado a temperatura inadecuado y un busboy trajo. No hay seguimiento o interacción de gestión o servidor. Nuestro servidor nos dieron un 6 después de nuestra primera...comida fue entregada y completamente olvidado quiénes somos. Gerente de pie justo en frente de nosotros y él como hicimos múltiples solicitudes para todo y no hizo nada y ni siquiera notarlo.Más",3
"Estuvimos de vacaciones en Cancun, estábamos a dos horas de viaje pero valía la pena, disfrutar la magnitud de esta civilización maya plasmada en sus pirámides y monumentos es magico, y vuelve el tiempo atras...no se la pierdan !!! viaje en octubre del 2013, cuidense del calor con sombreros o un paraguas (no hay una sola sombra y se hace insoportable el sol directo en esa epoca )",5
En nuestra primera visita a 24h tuvimos realmente altas expectativas en ser miembros de palace Premier después de decepción de los complejos de Palace. Debo decir que el servicio y la actitud es mucho mayor que en los complejos de Palace. Los servidores y la gente de recepción es muy agradable y servicial. Probamos todos los restaurantes y la mayoría de la comida es mediocre. Terminamos todos enfermos después de comer en el restaurante italiano. Esta fue nuestra 5ª noche y estábamos enfermos hasta que nos marchamos en la séptima. La piscina y las bebidas son muy buenas. Mi servidor de la zona de la piscina se acordaban de toda mi pedidos Morgan en el día a día de la familia. Mercedes en el club de niños realmente ama su trabajo y se puede ver su amor por los niños. El grupo de entretenimiento es la mejor que hemos visto en nuestro 10 visitas a estos complejos de estilo. Los espectáculos de la noche y el entretenimiento en la piscina es muy buena. Estos chicos te veo caminar y hi-cinco. Trabajan extremadamente largas horas de diversión!,3
"El mojito no está mal ,en el hotel Sevilla era mejor , lleno de gente a cualquier hora q vayas ,música en vivo como en casi todas partes me refiero a bares , hoteles etc , en fin una máquina de hacer dinero , a...Más",3
"Sumérjase en el tiempo que pasa en este hotel. Visualiza la muchas, muchas personas famosas que han caminado los grandes pasillos y sábado en el acogedor patio sillas, que llegaron a apostar, beber, fumar, conocer, experimentar la Habana vida social. Nos sentimos volver mirando todas las cifras históricas disfrutar de nuestras bebidas de Mojito. Sí, es un poco caótico con tantos grupos que llegan en los vienen cada día, pero que no quieren quedarse allí?!",5
Cuando nos marchamos el precio estaba mal (2 x lo que debería ser) y ponen una larga lista de cargos de servicio en nuestra factura de fechas que no estaban en la habitación. Tuve el placer de pasar 30 minutos con la recepción a las 6 de la mañana para solucionar todos estos problemas. Por lo demás la habitación y estancia estaban bien.,2
"Están perdiendo la buena atención que tenían, tienen prisa en que dejes su hotel, los alimentos al cuarto llegan fríos, la señal de Tv es intermitente.  Hagan algo, están haciendo cosas buenas pero no pierdan de vista lo básico.",3
"No se por donde empezar. La experiencia en este hotel fue terrible! Nos vendieron un todo incluido 4 estrellas frente al mar y nos dieron: 1. Horarios estrictos y específicos de comida horrible que se acababa o no había. Makis rellenos de lechuga sin salsa de soja? Pan con hot dogs como único snack todos los días? Para colmo, unas salchichas flotando en aceite y que se acababa. 2 opciones de entradas y 2 de segundo., no te servían ni un vaso de agua. Pésimo! 2. Solo algunos tragos en el último piso, en horarios definidos. 3. Infraestructura y limpieza vieja, mala. Los baños tenían hasta hongos. La secadora no funcionaba, no limpiaban bien la habitación. Solo una pequeña piscina y un lobby con un bidón de agua y una cafetera descompuesta. Nunca hubo un responsable a cargo con…",1
"El hotel está nuevo porque lo están remodelando,  todo está perfecto y limpio , un día en la habitación se nos cayó un anillo y no lo logramos encontrar , sin embargo la camarista LUCERITO lo encontró y lo dejó a la vista. Estamos muy agradecidos con el gesto de honradez , el servicio sumamente amable de todos los empleados , quedamos muy satisfechos y lo recomendamos ampliamente",5
"Recientemente pasamos 5 noches en La Habana, uno en el Meliá Habana, dos por el Parque Central y desgraciadamente dos en el plano nacional. Por fuera parece Grand, internamente extremadamente cansados, lleno de turistas día de viaje que no residentes que multitud la recepción y el vestíbulo. El registro fue lento, ninguna prestación de asistencia o con el equipaje de taxi o a la habitación. Pagamos por una suite junior en circa 200 libras por noche, fue terrible, no de aire a trabajar, la habitación era no creérselas deterioradas, y probablemente no hubiera tenido una reforma ya que Bing Crosby por última vez! El baño era básico, púbico pelos y normales pelos en el baño, suelo de baldosas y wc, agradable. no funcionó de televisión, ni la mitad las tomas de corriente. En…",1
Pésimo hotel está sucio viejo y pésimo trato la alberca parece pantano el elevador de 1x1 y sucio pésima experiencia ya mejor preferí perder el dinero y me cambié de hotel la sala que te recibe esta sucio y muy viejooo!!!  No lo recomiendo a nadie !!,1
"Nos alojamos durante un fin de semana largo con mi esposa e hijos. Excelente servicio. Todo el personal era muy amable. Desayuno buffet abundante, con un montón de opciones. Habitación muy amplia con 2 camas queen size, suficiente para una familia de 4 (2 niños). Las instalaciones para los niños son maravillosos. Único inconveniente es el precio de la comida, si no tienen un ""plan todo incluido"". Estarías pagando entre COP $50 a $65, 000 COP por persona por comida (en dólares es barato, pero creo que en la COP13 es demasiado).",4
"El lugar está normal pero las opciones para comer son muchas y deliciosas. Está complicado elegir porque todo se antoja, las porciones son algo grandes pero vale la pena. Venden cervecita local “Patito” y esta muy buena. El agua de chaya también está deli. En...Más",5
"Un bonito lugar para visitar mientras en Cartagena. Tienes que pagar un ticket de entrada y un tour por un costo adicional. Es un largo paseo, y desde Cartagena es muy cálido y soleado recomendaría para visitar en la tarde.No te pierdas el vídeo al final de la visita, que es muy interesante.",3
"Tras un verdaderamente increíble y maravillosa experiencia para Año Nuevo 2011 en el Grand Velas Riviera Maya, pensamos que habíamos aventurarse a Nuevo Vallara para celebrar Año Nuevo 2012. así que no fue una aventura, fue una horrible aventura. Aunque la propiedad y personal (especialmente un poco oscuro Josue ayudarnos en la playa y todos los conserjes) eran bastante encantador, la playa ubicación de la propiedad no podría ser peor. La lucha por una silla de salón era lo bastante mal, pero después de haber grandes familias locales, y sus animales, acamparon frente a las cuerdas (ver fotos) para picnics enteros de día y colgar su lavandería, toallas mojadas y trajes de baño se siente más como una Coney Island playa pública. Entrada a las playas públicas libres está justo al lado de la propiedad.

En función de su sitio web, descubrir el más lujoso resort todo incluido en Puerto Vallarta la zona; un refugio de espléndida belleza y confort que sin duda superará sus expectativas. fiesta sus ojos en belleza en cada dirección desde el momento en que llegas ...  Le damos la bienvenida a este tranquilo refugio, donde su espíritu será renovado por cinco diamantes servicio y el mejor alojamiento ... . La propiedad - sí. Las habitaciones - sí. El personal - sí. New Year's Eve celebración: sí. Los restaurantes - sí. Por desgracia, la playa era terrible y tomó lejos de lo que podría haber sido unas vacaciones muy agradables. Regálese la vista con estas fotografías y decidir por ti mismo. No lo puedo recomendar cualquiera que vaya a esta propiedad ... pero recomiendo encarecidamente el Grand Velas Riviera Maya.",2
"Podrían tenerlo mucho mejor, estaba muy sucio y olía mal.  Que lastima, porque es un sitio muy bonito.",3
"Nos alojamos aquí justo antes de Navidad, limpio y agradable y habitaciones de buen tamaño.Un montón de comida con mucha variedad, aunque muy ocupado los desayunos no se ha convertido en un poco de pan duro, área de piscina agradable y limpio. Tuvimos una tormenta de truenos por la noche y nos encontramos que las ventanas goteaba creo que esto es aplicable a la mayoría del hotel. Fácil viajar a La Habana y una zona muy agradable para pasear en general muy bueno",4
Local muy pequeño. Siempre lleno de gente. Tienes que pedir tu monitor y salir a la calle a tomarlo. Tienen música en vivo. Es un clásico de La Habana que no puedes dejar de visitarlo.,3
"Es hermosa la vista, sobretodo si vas en el atardecer, se ve toda la ciudad y de verdad quita el aliento. De los lugares más bonitos.",5
"Arriviamo al ristorante, servizio ballet presente, lugar muy bonito y mesas muy amplía, pedimos una botella de vino, un tequila, una chalupa poblana, una sopa de medula, un dúo de pipianes y la lengua en salsa verde. Los meseros un poco en confusión, se nota,...Más",3
"Elegante resort - pero nunca imaginamos el tamaño del lugar. fabuloso .
lo que nos disgustó un poco es que no pudimos tener vista al mar directa como creimos que tendriamos. la vista no estaba mal para nada pero nos gusta ver el amanecer. El concierge Hector nos estuvo ayudando pero no pudimos tener éxito por la ocupación o algo así. De todas maneras fue una semana sensacional . camarista fue yudi - quien fue de lo mas atenta en la habitación.
no duden en venir a este enorme resort. torre 3 es la mitad de todo en grand luxxe, asi que ese un consejo que les damos para quedarse",4
Me pusieron una multa por fumar eso decían ellos.Pagaba la multa o perdía vuelo de vuelta a mi país.Tenia que pagar dinero en efectivo.Lo tienen bien montado.La policía no me hizo ni caso.Te dejan con una rabia de indefensión.,1
Bonita parte antigua de la ciudad tiene un montón de cosas bonitas para ofrecer pero uno debe ser cauteloso de sus alrededores (como es habitual).  Algunos buenos restaurantes pequeños.,4
"Esto cuesta lo mismo que el metro (2000 pesos cada viaje) y ofrece magníficas vistas si elija un tiempo soleado. No viajo a las horas punta, ya que es muy, muy concurrido.",4
"Es un lugar que invita a caminar, a pasear con tu pareja o amigos y conversar con las decenas de cubanos que hacen vida en ese lugar de la habana.Puedes aprovechar de empaparte de la realidad de los propios cubanos, en forma rápida y amistosa.",3
"Fuimos por Easy Tour, Chichén Itza, excelente atención desde el chofer que nos traslado, hasta el guía en Chichén Itza, Excelente !!! Valió la pena, además de muy buen precio ! Cumplieron el horario perfecto, muy recomendable!!",4
"Está ok, la verdad no me gusta mucho Botero por eso le bajé la clasificación pero es solo mi apreciación personal",4
"Es un centro bien grande es hermoso y tiene cosas excelentes hay restaurante y café también en el subterráneo hay exposiciones temporales de las culturas Colombianas,  super recomendable",5
"En este barrio de Bogota se aprecia la arquitectura original de la ciudad.  Su recorrido se puede realizar desplazandose entre los museos de Botero, del Oro, la quinta de Bolivar, y tomarse unos momentos para descansar disfrutando de una taza de café colombiano.  ",4
"Pasear por sus calles, tomar algo en sus múltiples terrazas, comprar dulces en la zona de los dulces, y rumbear de noche en sus locales. ",5
"He visitado varias zonas arqueológicas en la península, recientemente visité la zona de Mayapán, muy bonito, casi no hay gente y no tienes a los vendedores ahí acosándote como en Chichen-Itza, abarca unos 4 kilómetros cuadrados así que prácticamente en una hora o dos se puede dar el recorrido sólo o con guía. la zona muy limpia y puede uno subir aún a las estructuras. Una joya aún no muy publicitada.",5
"fue muy agradable hospedarme y fueron hospitalarios. Por ser hotel sede del Marathon Powerade Monterrey 2015 (MPM15) nos ofrecieron transportacion que estaba dispuesto desde el hotel, que se encuentra en el centro de la ciudad de Monterrey, calle ocampo hasta el punto de salida en el parque fundidora. Ademas, de que nos ofrecieron un checkout preferencial, lo cual permite salir apresurado del evento y tomar tu tiempo para descansar, disfrutar de un agradable y merecido bañ. Ampliamente recomendable, espero hospedarme nuevmente en febrero y recibir los mismos beneficios para la carrera de 21K, Tarahumara",5
"Un lunes, al medio día hemos pagado 16€ por persona por un menú del día. El menú consistía en un plato combinado, con cantidades escasas, un auténtico robo para una comida muy escasa y calidad media/baja, con postre a elegir entre melón o helados Cami....Podéis ver, en las dos fotos que adjunto, el menú de una persona y la cuenta de cinco.
De verdad, os aconsejo no acudir a este restaurante. Espero que os sirva de ayuda.Más",1
Cobran entradas de teleférico y mandan a los turistas en funicular. La promesa de valor debe cumplirse y más a los turistas que van con otra idea de lo que es este sitio. La administración debería ser más seria y que esto se ve como un engaño.,1
"Esta muy bien ubicado, caminando te puedes mover a la Havana Vieja y por el Malecon para recibir un aire marino para un verano caluroso en la Havana Julio 2012. Estuve en el piso 10 hab 1004, sin ruido, limpia, amplia, la vista desde alli era expectacular, tengo fobia a las cucarachas pero NO apericio ninguna. Solo que el TV era pequeño y tuvimos que ver las Olimpiadas en el. El desayuno incluido muy bueno, solo el café muy malo para mi gusto. La piscina en el 6to piso, se veia limpia, pero no la use porque prefiero playa.",4
"El hotel tiene dos secciones la parte donde nos hemos alojado denominada así por ser la parte más nueva, parecía mucho más mayores de la parte antigua del hotel. Las habitaciones olían terribley, las alfombras estaban sucias, y manchas en las sábanas. También había hormigas en la habitación aunque nos han llamado para la limpieza dos veces. Los camareros en ambos restaurantes de secciones eran groseros. El desayuno era hasta las 10 de la mañana y cuando pedimos un vaso de agua en 10:05 nos dijeron que no había agua ... Pero nos dijo otro líder de la excursión que las habitaciones de la parte más antigua era mucho mejor y más limpio y mejor servicio a la habitación. Así que fue una experiencia muy mala para YS pensando que era un hotel de cinco estrellas. Personas que están…",1
"Realmente quedamos muy satisfechos con lo recibido y esperamos retornar con la frecuencia considerada. Nuestra percepción ha sido ajustada a las necesidades e incluso por encima, esperamos retornar próximamente.",5
"No es lo que se espera de un hotel cinco estrellas, siempre ma ha gustado mucho ir a cartagena por la amabilidad de su gente, pero en el hotel caribe no hubo mucha amabilidad, empezando por el supervisor de la cocina, le hicimos 2 veces la petición de una sopa y ni siquiera nos presto atención",2
"Me sorprendió que este hotel es muy alta en las valoraciones de no 3 en el momento de esta crítica. Pasamos una noche allí, pero eso fue suficiente. Este era el final de un viaje por Cuba y que nos hemos alojado 3 noches en el Iberostar Parque Central en el casco antiguo de la ciudad. Así que nos hubiera gustado haber podido quedarnos allí de nuevo. Las zonas comunes están muy bien y son bastante impresionante, pero las habitaciones son anticuadas y un poco deprimente. Teníamos un almuerzo y desayuno ligero mientras estábamos allí y tampoco era tan genial. Está rodeado por otros edificios altos descuidado. Aunque teníamos una vista al mar desde nuestra habitación estaba ensombrecido por estos edificios. Lo que es más importante, también está bastante lejos de la ciudad antigua,…",3
Es un lugar que le falta historia y un poco apagado esta bonito el lugar donde se encuentra mas le falta un poco mas de información para el turista para comprender el por que de la exhibición,3
"El castillo esta bien conservado, lo mas interesante son los tuneles, uno de ellos no lo recomiendo para gente con claustrofobia...muuy largo y con mucho calor!",4
